File,api_summary,Gavin #1,Andrew #1,Gavin #2,Andrew #2
cloned/neurone/imports/components/modules/admin/documentLoader.js,"This file defines a DocumentLoader class which is a controller for a web application. It handles downloading and previewing documents, and also has methods for evaluating and recommending compatibility with screen readers. It uses axios for HTTP requests to a local server.",Yes,,Yes,
cloned/neurone/test/api.app-test.js,"This file defines a set of REST API endpoints for a Meteor application. The endpoints are used to store and retrieve various types of data, including bookmarks, snippets, queries, session logs, visited links, and form answers. The endpoints are used to log events related to these actions, such as storing a bookmark, storing a snippet, storing a query, storing a session log, storing a visited link, and storing a form answer.",Yes,,Yes,
cloned/milvus/tests/integration/datanode/datanode_test.go,"This file defines a set of REST API endpoints for a data node in a distributed system. The endpoints are used to manage collections, insert data, search data, and check the status of collections. The endpoints are used to load, insert, and search data in collections. The endpoints are also used to check the status of collections and to restart the system if necessary.",Yes,,No,
cloned/milvus/tests/python_client/testcases/test_mix_scenes.py,"This file defines several test cases for a collection of REST API endpoints. The test cases cover various scenarios such as modulo expression, string expression, number operation, integer and varchar operation, array length, count(*) operation, and search operations. The test cases are grouped by the type of index used (NoIndex, Hybrid, Inverted, Bitmap).",Yes,,Yes,
cloned/milvus/tests/python_client/milvus_client_v2/test_milvus_client_range_search.py,"This file defines a set of test cases for a range search functionality in a vector database. The tests cover a variety of scenarios including creating collections, inserting data, creating and loading indexes, and performing range searches. The range searches are performed using different metrics and index types, and the results are compared to expected values.",Yes,,Yes,
cloned/milvus/tests/python_client/utils/api_request.py,"The code provides utility functions and decorators for handling API requests and responses. It includes logging, error handling, and response checking functionalities.",Yes,,Yes,
cloned/milvus/internal/proxy/lb_policy_test.go,"This file defines a load balancing policy for a distributed system. It includes methods for selecting nodes, executing tasks with retries, and updating cost metrics. It also includes methods for executing tasks on a single channel or all channels, and for getting shard leaders. The file also includes a suite of tests for these methods.",No,,Yes,
cloned/milvus/internal/proxy/http_req_impl.go,"This file defines several REST API endpoints for a proxy service. The endpoints include configuration information, system information, connected clients, dependencies, slow queries, query component metrics, data component metrics, collection listing, collection description, database listing, and database description. These endpoints are used to manage and monitor the proxy service.",Yes,,Yes,
cloned/milvus/internal/querycoordv2/job/scheduler.go,This API provides a job scheduler that manages and executes jobs based on the collection ID. It has a single POST endpoint to add a job to the scheduler.,Yes,,Yes,
cloned/milvus/internal/distributed/proxy/httpserver/handler_v1.go,"This file defines several REST API endpoints for interacting with a Milvus database. It includes endpoints for listing, creating, describing, dropping, querying, getting, deleting, inserting, upserting, and searching collections. These endpoints are used to manage and interact with the data stored in the Milvus database.",Yes,,Yes,
cloned/milvus/client/milvusclient/index_example_test.go,"This file contains examples of using the Milvus client to interact with a Milvus server. It demonstrates how to create, describe, drop, and list indexes in a Milvus collection.",No,,Yes,
cloned/milvus/pkg/mocks/proto/mock_streamingpb/mock_StreamingNodeHandlerService_ConsumeServer.go,"This file defines a mock server for the StreamingNodeHandlerService_ConsumeServer. It provides methods for receiving, sending, and setting headers and trailers for a streaming service. It is used for testing purposes.",Yes,,Yes,
cloned/OpenDSA/DataStructures/FLA/PDA.js,"This file defines a REST API for a Pushdown Automaton (PDA). The API includes methods for creating, updating, and deleting PDAs, as well as for traversing PDAs with input strings and checking if input strings are accepted by the PDA. The API also includes methods for serializing and deserializing PDAs to and from XML files.",Yes,,Yes,
cloned/OpenDSA/AV/Obsolete/FL_resources/FAtoREController.js,"This file defines a REST API controller for a Finite Automaton (FA) to Regular Expression (RE) conversion tool. It includes methods for initializing the controller, checking for transitions, collapsing states, completing transitions, finalizing the RE, generating the RE expression, and visualizing the conversion process. It also includes helper functions for adding stars, checking if parentheses are needed, and adding parentheses.",Yes,,Yes,
cloned/OpenDSA/AV/Obsolete/FLA/resources/underscore-min.js,"This file is a utility library for JavaScript, providing functional programming helpers without extending any built-in objects. It's used to manipulate collections of data, arrays or objects, and provides functions for working with functions, arrays, objects, etc.",No,,Yes,
cloned/OpenDSA/AV/Blockchain/jsencrypt.min.js,"This file contains a JavaScript implementation of the RSA encryption algorithm, which is used for generating and managing RSA keys. It also includes a class for encoding and decoding ASN.1 data, which is a standard for representing structured information in a form that can be transmitted or stored.",No,,Yes,
cloned/ecommerce-backend/tests/apps/newsletter/test_api.py,"This API provides endpoints for managing subscribers. It allows users to view all subscribers, create new subscribers, and check if a subscriber with a specific email address already exists.",Yes,,Yes,
cloned/microcalc/services/parser/src/main/java/me/foly/microcalc/HttpHandler.java,"This file defines a REST API for a microservice named 'microcalc'. It has three endpoints: '/status', '/calculate', and '/extractHeaders'. The '/status' endpoint is a GET method that returns the status of the service. The '/calculate' endpoint is a POST method that takes an input and returns the calculated result. The '/extractHeaders' endpoint is a helper endpoint that extracts headers from the request and puts them into the context for further use.",Yes,,Yes,
cloned/izanami/docs/assets/js/44ca1fc6.69950863.js,"This file defines a REST API client for the Izanami service. It provides clients for configs, features, and experiments. The clients are built using the Izanami client library, which supports various strategies for fetching and caching data. The clients can also handle errors and autocreate features and configs.",Yes,,Yes,
cloned/izanami/izanami-frontend/tests/tokens.spec.ts,"This file defines a set of end-to-end tests for a REST API. The API is used to manage personal access tokens for a tenant in a project. The tests cover various scenarios such as creating, editing, and deleting tokens, and checking their validity.",Yes,,Yes,
cloned/oasis/legacy/backend/app.py,"This Flask application provides several REST API endpoints for various functionalities such as user registration, symptom storage, county data retrieval, and zip code data retrieval. It also includes a login endpoint for user authentication.",Yes,,Yes,
cloned/hands-on-microservices-with-typescript-3/1.5_Build/src/app.ts,This API endpoint is used to retrieve songs from a database. It can be used to retrieve all songs or a specific song by its ID.,Yes,,Yes,
cloned/Twitch_Bot/bot/helpers/ResistorColourCode.py,"This module provides tools to work with resistor colour code and the EIA (Electronics Industries Association) resistor series values. It defines the properties of resistor value series like the standardised E6, E12, E24, E48, E96 and E192 resistor series values. The module also includes classes for managing resistor colour codes, resistors, and a decoder for decoding resistor colour codes into resistance values.",No,,Yes,
cloned/micro-company/monolithic/src/main/frontend/src/app/projects/shared/projects.service.ts,"This service provides endpoints for managing projects. It allows fetching a list of all projects, fetching a single project by its ID, and adding a new project.",Yes,,Yes,
cloned/micro-company/monolithic/src/main/frontend/src/app/blog-posts/shared/blog-posts.service.ts,"This service provides endpoints for managing blog posts. It allows retrieval of all blog posts, retrieval of a specific blog post by its ID, and creation of a new blog post.",Yes,,Yes,
cloned/lando-api/landoapi/api/diff_warnings.py,"This module provides the API controllers for the `DiffWarning` model. These API endpoints can be used by clients (such as Lando UI, Code Review bot, etc.) to get, create, or archive warnings.",Yes,,Yes,
cloned/node-healthchecks-api/test/unit/checks/self.test.js,This file contains a set of unit tests for a self-check module in a Node.js application. It uses the Jest testing framework and mocks several modules to simulate the behavior of the system.,Yes,,Yes,
cloned/hubcare-api/hubcare/metrics/issue_metrics/activity_rate/urls.py,"This file defines a REST API endpoint for the ActivityRateIssueView. The endpoint is accessible via a GET request to the URL path '/<str:owner>/<str:repo>/<str:token_auth>/'. The owner, repo, and token_auth are path parameters that are required for the request.",Yes,,Yes,
cloned/multicloud-k8s/src/orchestrator/api/deployment_intent_groups_handler.go,"This API provides endpoints for managing DeploymentIntentGroup resources. It allows for the creation, retrieval, and deletion of DeploymentIntentGroup resources. The API also provides an endpoint to retrieve all DeploymentIntentGroup resources.",Yes,,Yes,
cloned/multicloud-k8s/src/ovnaction/api/api.go,"This file defines a set of REST API endpoints for managing network controller intents, workload intents, workload interface intents, and network chains. These endpoints are used to create, read, update, and delete these resources. They are used in the context of composite apps, deployment intent groups, and network controller intents.",Yes,,Yes,
cloned/grand-challenge.org/app/tests/workstations_tests/test_views.py,"This file defines several REST API endpoints for a workstation management system. It includes endpoints for creating, updating, and deleting workstations, workstation images, and sessions. It also includes endpoints for managing user and editor groups, and for moving workstation images between workstations. The API endpoints are used to interact with the workstation management system, allowing users to create and manage their own workstations and sessions.",Yes,,Yes,
cloned/grand-challenge.org/app/grandchallenge/core/static/vendored/htmx/htmx.min.js,This code is a JavaScript library for making AJAX requests and handling events in a more user-friendly way. It's a wrapper around the XMLHttpRequest object and provides a set of custom events that can be used to trigger actions.,Yes,,Yes,
cloned/grand-challenge.org/app/grandchallenge/policies/urls.py,This file defines a REST API endpoint for the grandchallenge.policies.views module. The endpoint is used to retrieve policy details. It uses the GET HTTP method and the URL path is '/<slug>/'.,Yes,,Yes,
cloned/grand-challenge.org/app/grandchallenge/notifications/views.py,"This file defines two REST API endpoints. The first endpoint is for managing notifications, which includes creating, reading, updating, and deleting notifications. The second endpoint is for managing subscriptions, which includes creating, reading, updating, and deleting subscriptions. Both endpoints use HTTP methods such as GET, POST, PUT, and DELETE.",Yes,,Yes,
cloned/grand-challenge.org/app/grandchallenge/workstations/urls.py,"This file defines a set of REST API endpoints for a workstation management system. It includes endpoints for creating, updating, and retrieving workstations, sessions, and images. It also includes endpoints for managing editors and users of the workstations.",Yes,,Yes,
cloned/grand-challenge.org/app/grandchallenge/archives/urls.py,"This file defines a set of REST API endpoints for managing archives. Archives are collections of items that can be managed, uploaded, and edited. The endpoints allow for creating, updating, and deleting archives, as well as managing the items within them.",Yes,,Yes,
cloned/coolstore-microservices/src/bak/web/src/stores/actions.ts,This file contains utility functions for creating actions in a Redux-like state management system. These functions can be used to define REST API endpoints.,No,,Yes,
cloned/lando-ui/landoui/landoapi.py,"This file defines two REST API endpoints, LandoAPI and TreestatusAPI. Both of these classes are subclasses of the API class, which is a common base class for all Lando-based APIs. They are used to interact with the Lando API and Treestatus API respectively. The API endpoints are defined in the from_environment methods of these classes.",Yes,,Yes,
cloned/web-languageforge/src/angular-app/languageforge/lexicon/settings/import.component.ts,This file defines a REST API endpoint for importing LIFT files and zipped files. It also handles file size checks and error handling during the import process. The endpoint is '/upload/import-lift' for LIFT files and '/upload/import-zip' for zipped files.,Yes,,Yes,
cloned/flagr/swagger_gen/restapi/operations/segment/put_segment_urlbuilder.go,This file defines a REST API endpoint for updating a segment. It uses HTTP PUT method to update a segment identified by a flagID and segmentID. The URL path includes the flagID and segmentID.,Yes,,Yes,
cloned/flagr/swagger_gen/restapi/operations/flag/put_flag_responses.go,"This file defines two REST API endpoints for a flag service. The first endpoint, '/flag', is a PUT method that updates a flag. The second endpoint, '/flag/default', is a default error response for any other HTTP method that is not PUT. Both endpoints return JSON payloads.",Yes,,Yes,
cloned/flagr/swagger_gen/restapi/operations/flag/get_flag_entity_types_responses.go,"This file defines two REST API endpoints. The first endpoint, '/flag/entity_types', returns all the FlagEntityTypes. The second endpoint, '/flag/entity_types/default', returns a generic error response.",Yes,,Yes,
cloned/flagr/swagger_gen/restapi/operations/health/get_health_responses.go,"This file defines a REST API endpoint for health checks. It provides a GET endpoint at '/health' that returns a health status of the system. If there is an error, it returns a default error response.",Yes,,Yes,
cloned/flagr/pkg/handler/eval_test.go,"This file contains a set of tests for a REST API. It defines several endpoints for testing the evaluation of flags, segments, and constraints. It also includes tests for the distribution of flags, evaluation by tags, and rate limiting. The API endpoints are used to evaluate flags, segments, and constraints based on the provided evaluation context. The tests also include a benchmark for evaluating flags and segments.",Yes,,Yes,
cloned/machine-learning/test/live_server/3_programmatic_interface/dataset_url/pytest_svm_dataset_url.py,"This file defines several REST API endpoints for data manipulation and model generation. It includes endpoints for loading new data, appending data, generating a model, and making predictions using a model. These endpoints are used to interact with a SQL database and a NoSQL cache.",Yes,,Yes,
cloned/Hotmaps-toolbox-service/api/consumer_cm_register.py,"This file defines a RabbitMQ consumer that listens to a specific queue and processes incoming messages. When a message is received, it makes a POST request to a REST API endpoint defined in the constants module. The response from the API is then sent back to the RabbitMQ queue.",Yes,,Yes,
cloned/kapua/translator/kapua/kura/src/main/java/org/eclipse/kapua/translator/kura/kapua/inventory/AbstractTranslatorAppInventoryKuraKapua.java,"This file defines a set of REST API endpoints for managing device inventories. It includes endpoints for managing device items, bundles, containers, system packages, and packages. These endpoints are used to retrieve, create, update, and delete device inventory data.",Yes,,Yes,
cloned/kapua/rest-api/resources/src/main/java/org/eclipse/kapua/app/api/resources/v1/resources/Domains.java,"This file defines a REST API for managing domains in a Kapua application. Domains are used for authorization purposes in the application. The API allows for querying, counting, and retrieving domains.",Yes,,Yes,
cloned/kapua/rest-api/resources/src/main/java/org/eclipse/kapua/app/api/resources/v1/resources/DataChannels.java,"This file defines a REST API for managing channel information in a Kapua application. It provides endpoints for querying, counting, and retrieving channel information. The endpoints allow for filtering and sorting of the results based on client IDs, channel names, and sorting parameters. The endpoints also support pagination through the use of offset and limit parameters.",Yes,,Yes,
cloned/kapua/rest-api/resources/src/main/java/org/eclipse/kapua/app/api/resources/v1/resources/CurrentAccount.java,"This file defines two REST API endpoints for managing the current account. The first endpoint allows retrieval of the current account details, while the second endpoint allows for updating the current account details. Both endpoints are accessible via HTTP GET and PUT methods.",Yes,,Yes,
cloned/kapua/service/api/src/main/java/org/eclipse/kapua/model/query/KapuaQuery.java,"This file defines the interface for a query object in the Kapua framework. It includes methods for setting and getting various attributes, such as fetch attributes, scope ID, and sort criteria. It also includes methods for setting and getting the offset, limit, and total count of results. The file also includes methods for creating and manipulating predicates and sort criteria.",Yes,,No,
cloned/kapua/service/commons/elasticsearch/client-api/src/main/java/org/eclipse/kapua/service/elasticsearch/client/ElasticsearchRepository.java,"This file defines a REST API for interacting with an Elasticsearch repository. It provides endpoints for CRUD operations (Create, Read, Update, Delete) on a generic Storable object. It also includes endpoints for querying the repository, counting the number of items in the repository, and refreshing the indexes. The API endpoints are defined in the methods of the ElasticsearchRepository class.",Yes,,Yes,
cloned/sprout-platform/backend/starters/sprout-spring-boot-starter/src/test/java/net/savantly/sprout/domain/branding/BrandingApiTest.java,"This file contains three REST API endpoints for fetching different branding assets. The endpoints are used to fetch the favicon, logo, and mini-logo of the application. These endpoints are used to provide branding assets to the client applications.",Yes,,Yes,
cloned/engine/tests/hash-playwright/tests/shared/api-queries.ts,"This file contains two REST API endpoints. The first endpoint, getUser, is used to retrieve user information from the server. The second endpoint, createEntity, is used to create a new entity on the server.",Yes,,Yes,
cloned/engine/apps/hash-ai-worker-ts/src/activities/shared/get-llm-response/anthropic-client.ts,"This file contains the implementation of an API that interacts with the Anthropic AI service. It provides endpoints for creating messages using different AI models, including Claude 3 Haiku, Claude 3 Opus, and Claude 3 5 Sonnet. The API also supports different providers such as Amazon Bedrock.",Yes,,Yes,
cloned/weaviate/adapters/repos/db/shard_dimension_tracking_test.go,"This file is a part of a test suite for a vector database system. It tests the functionality of the database system, including the migration of vector dimensions, tracking of vector dimensions, and the handling of different types of vectors (legacy, named, and multi-vector).",No,,Yes,
cloned/weaviate/adapters/repos/db/vector/compressionhelpers/compression.go,"This file contains a set of functions and methods for compressing and decompressing vectors using various quantization techniques. It also includes a cache for storing and retrieving compressed vectors, and a mechanism for preloading vectors into the cache. The file also includes functions for creating and restoring compressors for various vector compression techniques, such as Product Quantization (PQ), Binary Quantization (BQ), and Scalar Quantization (SQ).",Yes,,No,
cloned/weaviate/adapters/repos/db/sorter/inverted_sorter.go,This file defines a REST API endpoint for sorting documents based on a specified order. It uses an inverted index to efficiently sort documents. The API allows users to specify the sort order and the documents to be sorted. The API also supports nested sorting for cases where multiple documents have the same sort value.,Yes,,Yes,
cloned/weaviate/adapters/handlers/rest/operations/schema/schema_objects_get.go,This file defines a REST API endpoint for retrieving a single class from the schema. The endpoint uses the GET method and the URL path is '/schema/{className}'. The class name is passed as a path parameter.,Yes,,Yes,
cloned/weaviate/adapters/handlers/rest/operations/schema/tenants_delete_urlbuilder.go,"This file defines a REST API endpoint for deleting tenants. It uses the HTTP DELETE method to remove tenants from a specified class. The URL path includes the class name, which is a required parameter.",Yes,,Yes,
cloned/weaviate/adapters/handlers/rest/operations/schema/tenants_create.go,This file defines a REST API endpoint for creating new tenants in a Weaviate collection. Tenants are used to separate data in a multi-tenant environment. The endpoint is accessible via a POST request to '/schema/{className}/tenants'.,Yes,,Yes,
cloned/weaviate/adapters/handlers/rest/operations/graphql/graphql_post_urlbuilder.go,This file defines a REST API endpoint for GraphQL queries. It provides a POST method to submit GraphQL queries to the server. The endpoint is '/graphql'.,Yes,,Yes,
cloned/weaviate/adapters/handlers/rest/operations/classifications/classifications_get_parameters.go,This file defines a REST API endpoint for classifications. It allows users to retrieve a classification by its ID. The endpoint uses the GET method and the path is '/classifications/{id}'. The ID is a required parameter in the path.,Yes,,Yes,
cloned/weaviate/adapters/handlers/rest/operations/authz/assign_role_to_user_parameters.go,"This file defines a REST API endpoint for assigning roles to users. It uses the HTTP POST method to assign a role to a user identified by their ID. The endpoint is located at '/users/{id}', where '{id}' is the ID of the user.",Yes,,Yes,
cloned/weaviate/adapters/handlers/rest/operations/users/create_user_parameters.go,This file defines a REST API endpoint for creating a new user. It uses the HTTP POST method to create a new user with a specific user ID. The user ID is passed as a path parameter in the URL.,Yes,,Yes,
cloned/weaviate/usecases/auth/authentication/apikey/remote.go,This file defines a REST API endpoint for managing API keys. It provides functionality to get the status of users and update their last used timestamp. This API is used to manage and monitor user activity.,Yes,,Yes,
cloned/weaviate/usecases/classification/authorization_test.go,"This file defines a set of REST API endpoints for a classification service. The endpoints are used to get and schedule classifications. The GET endpoint is used to retrieve a classification by its ID, while the CREATE endpoint is used to schedule a new classification.",Yes,,Yes,
cloned/weaviate/entities/models/objects_get_response.go,This file defines a REST API endpoint for retrieving objects. It uses the GET method to retrieve objects from a database. The endpoint is '/objects/get'. The response includes deprecations and the result of the operation.,Yes,,Yes,
cloned/weaviate/client/schema/tenants_get_parameters.go,This file defines a REST API endpoint for retrieving tenants. It uses the GET method to retrieve tenants based on a given class name. The endpoint is '/tenants/{className}'. The 'consistency' header can be used to ensure strong schema consistency.,Yes,,Yes,
cloned/weaviate/client/schema/schema_objects_get_parameters.go,This file defines a REST API endpoint for retrieving schema objects. It uses the GET method to retrieve schema objects based on the class name. The endpoint is '/objects/{className}'. The 'consistency' header can be used to ensure strong schema consistency.,Yes,,Yes,
cloned/weaviate/client/replication/get_collection_sharding_state_parameters.go,This file defines a REST API endpoint for getting the sharding state of a collection in a distributed system. It allows users to retrieve the sharding state of a specific collection and shard.,Yes,,Yes,
cloned/weaviate/client/backups/backups_cancel_responses.go,"This file defines a set of REST API endpoints for managing backups in a Weaviate instance. These endpoints allow for the creation, deletion, and retrieval of backup data. The endpoints are designed to be used in conjunction with the Weaviate instance, providing a robust backup and recovery system.",Yes,,Yes,
cloned/weaviate/client/objects/objects_list_responses.go,"This file defines a REST API endpoint for listing objects. It supports GET requests and returns a list of objects. The endpoint is located at '/objects'. If the request is not valid, it returns an error response.",Yes,,Yes,
cloned/weaviate/client/objects/objects_class_delete_responses.go,"This file defines a set of REST API endpoints for managing objects. It provides endpoints for creating, reading, updating, and deleting objects. The endpoints are secured with authentication and authorization checks.",Yes,,Yes,
cloned/weaviate/client/objects/objects_class_references_put_parameters.go,This file defines a REST API endpoint for updating multiple references of a specific property of an object in a Weaviate instance. The endpoint is used to update the references of a specific property of an object in a specific class in the Weaviate instance.,Yes,,Yes,
cloned/weaviate/client/authz/create_role_parameters.go,This file defines a REST API endpoint for creating roles. It uses the HTTP POST method to create a new role. The endpoint is '/roles'.,Yes,,Yes,
cloned/weaviate/test/acceptance/graphql_resolvers/local_aggregate_hybrid_search_test.go,"This file contains tests for a REST API endpoint that is used for aggregating data from a company database. The API endpoints are used to perform various operations such as searching for companies, grouping them by name, and moving them based on certain conditions. The API endpoints are used to perform these operations using a hybrid search method that combines both text and vector searches.",Yes,,Yes,
cloned/weaviate/modules/text2vec-ollama/module.go,"This module provides a text2vec-ollama API that allows users to vectorize objects, batch vectorize objects, get meta information, get additional properties, vectorize input, and check if properties are vectorizable. It also provides a root handler and a searcher.",Yes,,Yes,
cloned/puppy-love/service/signup/signup.go,"This application is a simple HTTP server that listens on port 3001. It has a single endpoint at the root path ('/') that accepts all HTTP methods. When a request is made to this endpoint, it sends the request path to a channel and responds with a welcome message.",Yes,,Yes,
cloned/geonetwork-microservices/modules/services/ogc-api-records/src/main/java/org/fao/geonet/ogcapi/records/controller/CapabilitiesApiController.java,"This file defines three REST API endpoints. The first endpoint is the landing page, which provides links to start exploration of the resources offered by an API. The second endpoint is a conformance declaration, which lists the conformance classes. The third endpoint is a collections information endpoint, which returns a metadata document that describes the collections available from this API.",Yes,,Yes,
cloned/tribunals-case-api/src/contractTest/java/uk/gov/hmcts/reform/sscs/consumer/HearingPostConsumerTest.java,"This file defines several REST API endpoints for a hearing system. These endpoints are used to create, update, and retrieve information about hearings. The endpoints are used by the HmcHearingApi, which is an interface for the HMC (Hearing Management Committee) system. The endpoints are used to create a hearing request, validate the request, handle unauthorized requests, forbidden requests, and not found requests.",Yes,,Yes,
cloned/tribunals-case-api/src/functionalTest/java/uk/gov/hmcts/reform/sscs/functional/sya/SubmitDraftTest.java,"This file defines several REST API endpoints for a system that handles appeals. It includes endpoints for submitting drafts, retrieving drafts, and archiving drafts. It also includes endpoints for creating and retrieving cases. The endpoints are secured with OAuth2 tokens.",Yes,,Yes,
cloned/tribunals-case-api/src/functionalTest/java/uk/gov/hmcts/reform/sscs/functional/handlers/DwpChallengeValidityHandlerTest.java,This file contains a test class for a REST API endpoint. The API endpoint is used to handle a callback from a 'ccdAboutToSubmit' event. It sets the 'interlocReviewState' field to 'reviewByTcw'.,Yes,,Yes,
cloned/tribunals-case-api/src/functionalTest/java/uk/gov/hmcts/reform/sscs/functional/handlers/notlistable/NotListableAboutToSubmitHandlerTest.java,This file contains a test class for the 'NotListableAboutToSubmitHandler' class. It defines a single REST API endpoint '/ccdAboutToSubmit' that is used to test the functionality of the 'NotListableAboutToSubmitHandler' class. The endpoint is used to test the 'aboutToSubmit' callback of the CCD (Case Data Coordinator) system.,Yes,,Yes,
